Date,Entity,Account Type,Account Group,Local Currency Balance,FX Rate,EUR Balance
2023-01-01,SummonStorm BR,Equity,Share Capital,84748.86,0.8864,75121.39
2023-02-01,Tapstorm SG,Asset,Cash,162650.77,1.1944,194270.08
2023-02-01,Tapstorm SG,Asset,Accounts Receivable,91741.88,1.1384,104438.96
2023-02-01,Tapstorm SG,Asset,Prepaid Expenses,92130.11,0.9649,88896.34
2023-02-01,Tapstorm SG,Asset,PPE,121391.65,0.9323,113173.44
2023-02-01,Tapstorm SG,Liability,Accounts Payable,110436.19,1.1901,131430.11
2023-02-01,Tapstorm SG,Liability,Deferred Revenue,100978.78,1.0532,106350.85
2023-02-01,Tapstorm SG,Liability,Accrued Expenses,42545.98,0.8489,36117.28
2023-02-01,Tapstorm SG,Equity,Retained Earnings,52118.62,0.8696,45322.35
2023-02-01,Tapstorm SG,Equity,Share Capital,61483.22,1.2552,77173.74
2023-02-01,TapForge CN,Asset,Cash,100316.59,0.9212,92411.64
2023-02-01,TapForge CN,Asset,Accounts Receivable,84451.17,1.158,97794.45
2023-02-01,TapForge CN,Asset,Prepaid Expenses,88672.2,0.8657,76763.52
2023-02-01,TapForge CN,Asset,PPE,91114.66,1.014,92390.27
2023-02-01,TapForge CN,Liability,Accounts Payable,129327.39,0.9685,125253.58
2023-02-01,TapForge CN,Liability,Deferred Revenue,123219.98,1.1929,146989.11
2023-02-01,TapForge CN,Liability,Accrued Expenses,87523.79,1.0708,93720.47
2023-02-01,TapForge CN,Equity,Retained Earnings,90866.65,0.9757,88658.59
2023-02-01,TapForge CN,Equity,Share Capital,74105.15,1.2327,91349.42
2023-02-01,WhaleCare PH,Asset,Cash,89910.41,1.1407,102560.8
2023-02-01,WhaleCare PH,Asset,Accounts Receivable,138980.34,0.9759,135630.91
2023-02-01,WhaleCare PH,Asset,Prepaid Expenses,127569.79,0.8573,109365.58
2023-02-01,WhaleCare PH,Asset,PPE,111494.79,1.0829,120737.71
2023-02-01,WhaleCare PH,Liability,Accounts Payable,67815.21,0.8165,55371.12
2023-02-01,WhaleCare PH,Liability,Deferred Revenue,98412.25,0.8308,81760.9
2023-02-01,WhaleCare PH,Liability,Accrued Expenses,88459.9,0.8847,78260.47
2023-02-01,WhaleCare PH,Equity,Retained Earnings,95386.84,0.9136,87145.42
2023-02-01,WhaleCare PH,Equity,Share Capital,123708.83,0.827,102307.2
2023-02-01,SummonStorm BR,Asset,Cash,132331.39,1.0489,138802.39
2023-02-01,SummonStorm BR,Asset,Accounts Receivable,173395.01,0.971,168366.55
2023-02-01,SummonStorm BR,Asset,Prepaid Expenses,73065.5,1.1543,84339.51
2023-02-01,SummonStorm BR,Asset,PPE,136907.99,1.126,154158.4
2023-02-01,SummonStorm BR,Liability,Accounts Payable,95900.13,0.9738,93387.55
2023-02-01,SummonStorm BR,Liability,Deferred Revenue,78582.27,1.2846,100946.78
2023-02-01,SummonStorm BR,Liability,Accrued Expenses,165198.45,1.2823,211833.97
2023-02-01,SummonStorm BR,Equity,Retained Earnings,152840.71,1.1031,168598.59
2023-02-01,SummonStorm BR,Equity,Share Capital,91568.86,1.2032,110175.65
2023-03-01,Tapstorm SG,Asset,Cash,78326.13,0.8179,64062.94
2023-03-01,Tapstorm SG,Asset,Accounts Receivable,47211.43,1.0263,48453.09
2023-03-01,Tapstorm SG,Asset,Prepaid Expenses,137634.91,1.0621,146182.04
2023-03-01,Tapstorm SG,Asset,PPE,38596.6,1.13,43614.16
2023-03-01,Tapstorm SG,Liability,Accounts Payable,95634.64,1.2076,115488.39
2023-03-01,Tapstorm SG,Liability,Deferred Revenue,73195.46,1.2598,92211.64
2023-03-01,Tapstorm SG,Liability,Accrued Expenses,141815.13,0.9286,131689.53
2023-03-01,Tapstorm SG,Equity,Retained Earnings,155342.78,0.878,136390.96
2023-03-01,Tapstorm SG,Equity,Share Capital,48881.62,1.2085,59073.44
2023-03-01,TapForge CN,Asset,Cash,102447.0,1.2373,126757.67
2023-03-01,TapForge CN,Asset,Accounts Receivable,108096.62,0.8562,92552.33
2023-03-01,TapForge CN,Asset,Prepaid Expenses,91357.19,0.9709,88698.7
2023-03-01,TapForge CN,Asset,PPE,80763.42,0.9478,76547.57
2023-03-01,TapForge CN,Liability,Accounts Payable,146934.58,0.8951,131521.14
2023-03-01,TapForge CN,Liability,Deferred Revenue,84310.68,0.9699,81772.93
2023-03-01,TapForge CN,Liability,Accrued Expenses,159477.12,0.806,128538.56
2023-03-01,TapForge CN,Equity,Retained Earnings,80140.76,1.1755,94205.46
2023-03-01,TapForge CN,Equity,Share Capital,123158.29,1.2926,159194.41
2023-03-01,WhaleCare PH,Asset,Cash,125059.37,1.1583,144856.27
2023-03-01,WhaleCare PH,Asset,Accounts Receivable,80112.69,0.8884,71172.11
2023-03-01,WhaleCare PH,Asset,Prepaid Expenses,46652.43,1.0893,50818.49
2023-03-01,WhaleCare PH,Asset,PPE,74222.81,0.8527,63289.79
2023-03-01,WhaleCare PH,Liability,Accounts Payable,64617.76,1.2355,79835.24
2023-03-01,WhaleCare PH,Liability,Deferred Revenue,124718.09,1.0221,127474.36
2023-03-01,WhaleCare PH,Liability,Accrued Expenses,88624.5,1.2104,107271.09
2023-03-01,WhaleCare PH,Equity,Retained Earnings,141220.83,0.9856,139187.25
2023-03-01,WhaleCare PH,Equity,Share Capital,117184.73,0.8421,98681.26
2023-03-01,SummonStorm BR,Asset,Cash,94225.43,0.833,78489.78
2023-03-01,SummonStorm BR,Asset,Accounts Receivable,102513.69,1.227,125784.3
2023-03-01,SummonStorm BR,Asset,Prepaid Expenses,60186.29,0.8831,53150.51
2023-03-01,SummonStorm BR,Asset,PPE,94169.69,0.9921,93425.75
2023-03-01,SummonStorm BR,Liability,Accounts Payable,104305.86,1.0607,110637.23
2023-03-01,SummonStorm BR,Liability,Deferred Revenue,88470.55,0.8071,71404.58
2023-03-01,SummonStorm BR,Liability,Accrued Expenses,83116.68,0.8337,69294.38
2023-03-01,SummonStorm BR,Equity,Retained Earnings,130165.34,0.9436,122824.01
2023-03-01,SummonStorm BR,Equity,Share Capital,71702.57,1.1376,81568.84
2023-04-01,Tapstorm SG,Asset,Cash,117543.58,1.1075,130179.51
2023-04-01,Tapstorm SG,Asset,Accounts Receivable,133004.53,1.027,136595.65
2023-04-01,Tapstorm SG,Asset,Prepaid Expenses,114842.61,1.2593,144621.3
2023-04-01,Tapstorm SG,Asset,PPE,63872.97,1.1553,73792.44
2023-04-01,Tapstorm SG,Liability,Accounts Payable,103422.87,1.242,128451.2
2023-04-01,Tapstorm SG,Liability,Deferred Revenue,126803.9,1.1198,141995.01
2023-04-01,Tapstorm SG,Liability,Accrued Expenses,91337.45,0.9222,84231.4
2023-04-01,Tapstorm SG,Equity,Retained Earnings,74394.29,1.2929,96184.38
2023-04-01,Tapstorm SG,Equity,Share Capital,73345.32,0.9202,67492.36
2023-04-01,TapForge CN,Asset,Cash,109656.78,1.2,131588.14
2023-04-01,TapForge CN,Asset,Accounts Receivable,90026.52,0.9036,81347.96
2023-04-01,TapForge CN,Asset,Prepaid Expenses,81458.32,1.0323,84089.42
2023-04-01,TapForge CN,Asset,PPE,37036.58,1.2964,48014.22
2023-04-01,TapForge CN,Liability,Accounts Payable,154098.61,0.9465,145854.33
2023-04-01,TapForge CN,Liability,Deferred Revenue,90571.29,1.0457,94710.4
2023-04-01,TapForge CN,Liability,Accrued Expenses,124422.22,0.882,109740.4
2023-04-01,TapForge CN,Equity,Retained Earnings,140151.64,1.1651,163290.68
2023-04-01,TapForge CN,Equity,Share Capital,202169.31,1.2317,249011.94
2023-04-01,WhaleCare PH,Asset,Cash,120456.67,1.2248,147535.33
2023-04-01,WhaleCare PH,Asset,Accounts Receivable,110054.75,1.0172,111947.69
2023-04-01,WhaleCare PH,Asset,Prepaid Expenses,53506.64,0.9239,49434.78
2023-04-01,WhaleCare PH,Asset,PPE,39194.69,1.0595,41526.77
2023-04-01,WhaleCare PH,Liability,Accounts Payable,28391.12,0.8418,23899.64
2023-04-01,WhaleCare PH,Liability,Deferred Revenue,94920.01,1.0369,98422.56
2023-04-01,WhaleCare PH,Liability,Accrued Expenses,70059.55,1.2717,89094.73
2023-04-01,WhaleCare PH,Equity,Retained Earnings,85432.17,1.1839,101143.15
2023-04-01,WhaleCare PH,Equity,Share Capital,143120.96,0.8445,120865.65
2023-04-01,SummonStorm BR,Asset,Cash,115502.77,0.8476,97900.15
2023-04-01,SummonStorm BR,Asset,Accounts Receivable,99585.45,0.8286,82516.5
2023-04-01,SummonStorm BR,Asset,Prepaid Expenses,105868.16,1.0547,111659.15
2023-04-01,SummonStorm BR,Asset,PPE,79100.63,1.2879,101873.7
2023-04-01,SummonStorm BR,Liability,Accounts Payable,85636.03,0.8501,72799.19
2023-04-01,SummonStorm BR,Liability,Deferred Revenue,58510.3,0.9913,58001.26
2023-04-01,SummonStorm BR,Liability,Accrued Expenses,123321.3,0.9895,122026.43
2023-04-01,SummonStorm BR,Equity,Retained Earnings,153120.62,0.8391,128483.51
2023-04-01,SummonStorm BR,Equity,Share Capital,140847.08,1.103,155354.33
2023-05-01,Tapstorm SG,Asset,Cash,100744.63,1.2253,123442.4
2023-05-01,Tapstorm SG,Asset,Accounts Receivable,128703.38,1.2647,162771.16
2023-05-01,Tapstorm SG,Asset,Prepaid Expenses,116325.42,1.078,125398.8
2023-05-01,Tapstorm SG,Asset,PPE,105183.04,1.0818,113787.01
2023-05-01,Tapstorm SG,Liability,Accounts Payable,110561.47,1.0205,112827.98
2023-05-01,Tapstorm SG,Liability,Deferred Revenue,60452.11,1.2458,75311.24
2023-05-01,Tapstorm SG,Liability,Accrued Expenses,85596.87,0.9251,79185.66
2023-05-01,Tapstorm SG,Equity,Retained Earnings,79532.96,1.0531,83756.16
2023-05-01,Tapstorm SG,Equity,Share Capital,54641.7,1.0651,58198.87
2023-05-01,TapForge CN,Asset,Cash,117306.56,1.195,140181.34
2023-05-01,TapForge CN,Asset,Accounts Receivable,121070.88,0.844,102183.82
2023-05-01,TapForge CN,Asset,Prepaid Expenses,23962.21,1.2509,29974.33
2023-05-01,TapForge CN,Asset,PPE,99557.91,1.1912,118593.38
2023-05-01,TapForge CN,Liability,Accounts Payable,89828.62,1.0378,93224.14
2023-05-01,TapForge CN,Liability,Deferred Revenue,81267.55,0.8586,69776.32
2023-05-01,TapForge CN,Liability,Accrued Expenses,50567.37,0.9559,48337.35
2023-05-01,TapForge CN,Equity,Retained Earnings,101822.95,1.178,119947.44
2023-05-01,TapForge CN,Equity,Share Capital,100561.4,1.0429,104875.48
2023-05-01,WhaleCare PH,Asset,Cash,88690.14,1.0077,89373.05
2023-05-01,WhaleCare PH,Asset,Accounts Receivable,124257.16,1.2549,155930.31
2023-05-01,WhaleCare PH,Asset,Prepaid Expenses,122945.81,1.1637,143072.04
2023-05-01,WhaleCare PH,Asset,PPE,44108.35,0.9162,40412.07
2023-05-01,WhaleCare PH,Liability,Accounts Payable,122883.24,0.8187,100604.51
2023-05-01,WhaleCare PH,Liability,Deferred Revenue,71324.23,1.1368,81081.38
2023-05-01,WhaleCare PH,Liability,Accrued Expenses,91815.44,1.2771,117257.5
2023-05-01,WhaleCare PH,Equity,Retained Earnings,149449.62,1.0112,151123.46
2023-05-01,WhaleCare PH,Equity,Share Capital,98702.89,1.0648,105098.84
2023-05-01,SummonStorm BR,Asset,Cash,130826.01,0.9366,122531.64
2023-05-01,SummonStorm BR,Asset,Accounts Receivable,92387.88,0.8521,78723.71
2023-05-01,SummonStorm BR,Asset,Prepaid Expenses,128091.35,1.1186,143282.98
2023-05-01,SummonStorm BR,Asset,PPE,98369.84,1.0077,99127.29
2023-05-01,SummonStorm BR,Liability,Accounts Payable,91931.49,1.2166,111843.85
2023-05-01,SummonStorm BR,Liability,Deferred Revenue,103684.46,0.9795,101558.93
2023-05-01,SummonStorm BR,Liability,Accrued Expenses,66436.16,0.9007,59839.05
2023-05-01,SummonStorm BR,Equity,Retained Earnings,84535.9,0.9461,79979.41
2023-05-01,SummonStorm BR,Equity,Share Capital,118331.05,0.8739,103409.5
2023-06-01,Tapstorm SG,Asset,Cash,125139.66,0.8643,108158.21
2023-06-01,Tapstorm SG,Asset,Accounts Receivable,72654.3,1.076,78176.03
2023-06-01,Tapstorm SG,Asset,Prepaid Expenses,151689.63,1.0141,153828.45
2023-06-01,Tapstorm SG,Asset,PPE,154229.68,0.8418,129830.54
2023-06-01,Tapstorm SG,Liability,Accounts Payable,72262.91,1.0392,75095.62
2023-06-01,Tapstorm SG,Liability,Deferred Revenue,86319.49,1.2698,109608.49
2023-06-01,Tapstorm SG,Liability,Accrued Expenses,99085.15,1.005,99580.58
2023-06-01,Tapstorm SG,Equity,Retained Earnings,136435.48,0.8778,119763.06
2023-06-01,Tapstorm SG,Equity,Share Capital,117190.97,0.8118,95135.63
2023-06-01,TapForge CN,Asset,Cash,90813.77,1.2676,115115.53
2023-06-01,TapForge CN,Asset,Accounts Receivable,62090.19,0.9292,57694.2
2023-06-01,TapForge CN,Asset,Prepaid Expenses,41299.11,1.1138,45998.95
2023-06-01,TapForge CN,Asset,PPE,108573.93,1.0655,115685.52
2023-06-01,TapForge CN,Liability,Accounts Payable,154612.32,1.0557,163224.23
2023-06-01,TapForge CN,Liability,Deferred Revenue,100114.35,0.8439,84486.5
2023-06-01,TapForge CN,Liability,Accrued Expenses,112455.38,1.1563,130032.16
2023-06-01,TapForge CN,Equity,Retained Earnings,106325.43,0.9227,98106.47
2023-06-01,TapForge CN,Equity,Share Capital,50834.24,1.2642,64264.65
2023-06-01,WhaleCare PH,Asset,Cash,147136.78,1.0694,157348.07
2023-06-01,WhaleCare PH,Asset,Accounts Receivable,76360.91,1.276,97436.52
2023-06-01,WhaleCare PH,Asset,Prepaid Expenses,76003.48,0.8796,66852.66
2023-06-01,WhaleCare PH,Asset,PPE,113994.02,1.0741,122440.98
2023-06-01,WhaleCare PH,Liability,Accounts Payable,78448.66,0.8101,63551.26
2023-06-01,WhaleCare PH,Liability,Deferred Revenue,60899.0,0.9245,56301.13
2023-06-01,WhaleCare PH,Liability,Accrued Expenses,129036.4,1.1369,146701.48
2023-06-01,WhaleCare PH,Equity,Retained Earnings,103837.54,0.9285,96413.16
2023-06-01,WhaleCare PH,Equity,Share Capital,128780.84,0.8414,108356.2
2023-06-01,SummonStorm BR,Asset,Cash,88960.57,1.2392,110239.94
2023-06-01,SummonStorm BR,Asset,Accounts Receivable,86357.77,0.9841,84984.68
2023-06-01,SummonStorm BR,Asset,Prepaid Expenses,107578.84,1.1237,120886.34
2023-06-01,SummonStorm BR,Asset,PPE,110545.31,1.2321,136202.88
2023-06-01,SummonStorm BR,Liability,Accounts Payable,80736.67,1.0049,81132.28
2023-06-01,SummonStorm BR,Liability,Deferred Revenue,77154.62,1.1109,85711.07
2023-06-01,SummonStorm BR,Liability,Accrued Expenses,127203.81,0.8148,103645.66
2023-06-01,SummonStorm BR,Equity,Retained Earnings,110015.95,0.8637,95020.78
2023-06-01,SummonStorm BR,Equity,Share Capital,108242.96,1.1821,127954.0
2023-07-01,Tapstorm SG,Asset,Cash,40749.15,0.9951,40549.48
2023-07-01,Tapstorm SG,Asset,Accounts Receivable,107740.18,0.9643,103893.86
2023-07-01,Tapstorm SG,Asset,Prepaid Expenses,111164.96,1.1448,127261.65
2023-07-01,Tapstorm SG,Asset,PPE,90399.45,1.0155,91800.64
2023-07-01,Tapstorm SG,Liability,Accounts Payable,116936.73,0.8497,99361.14
2023-07-01,Tapstorm SG,Liability,Deferred Revenue,79215.67,1.2692,100540.53
2023-07-01,Tapstorm SG,Liability,Accrued Expenses,110281.26,0.8154,89923.34
2023-07-01,Tapstorm SG,Equity,Retained Earnings,54246.14,1.1433,62019.61
2023-07-01,Tapstorm SG,Equity,Share Capital,127130.87,1.293,164380.21
2023-07-01,TapForge CN,Asset,Cash,76835.57,1.0742,82536.77
2023-07-01,TapForge CN,Asset,Accounts Receivable,113032.24,1.0645,120322.82
2023-07-01,TapForge CN,Asset,Prepaid Expenses,137298.67,1.02,140044.64
2023-07-01,TapForge CN,Asset,PPE,129618.02,1.1193,145081.45
2023-07-01,TapForge CN,Liability,Accounts Payable,112915.15,1.0658,120344.97
2023-07-01,TapForge CN,Liability,Deferred Revenue,124656.9,0.8128,101321.13
2023-07-01,TapForge CN,Liability,Accrued Expenses,144828.92,1.1337,164192.55
2023-07-01,TapForge CN,Equity,Retained Earnings,103607.06,0.9791,101441.67
2023-07-01,TapForge CN,Equity,Share Capital,129107.94,1.0188,131535.17
2023-07-01,WhaleCare PH,Asset,Cash,64642.87,1.2496,80777.73
2023-07-01,WhaleCare PH,Asset,Accounts Receivable,78367.6,1.2637,99033.14
2023-07-01,WhaleCare PH,Asset,Prepaid Expenses,145199.4,1.1211,162783.05
2023-07-01,WhaleCare PH,Asset,PPE,92557.65,0.8452,78229.73
2023-07-01,WhaleCare PH,Liability,Accounts Payable,84264.84,0.8217,69240.42
2023-07-01,WhaleCare PH,Liability,Deferred Revenue,91431.23,0.9233,84418.45
2023-07-01,WhaleCare PH,Liability,Accrued Expenses,78640.82,1.0074,79222.76
2023-07-01,WhaleCare PH,Equity,Retained Earnings,94886.77,1.1094,105267.38
2023-07-01,WhaleCare PH,Equity,Share Capital,68531.12,1.1929,81750.77
2023-07-01,SummonStorm BR,Asset,Cash,82953.91,0.9944,82489.37
2023-07-01,SummonStorm BR,Asset,Accounts Receivable,102358.19,0.976,99901.59
2023-07-01,SummonStorm BR,Asset,Prepaid Expenses,147173.01,0.8903,131028.13
2023-07-01,SummonStorm BR,Asset,PPE,98660.99,0.895,88301.59
2023-07-01,SummonStorm BR,Liability,Accounts Payable,48239.66,1.038,50072.77
2023-07-01,SummonStorm BR,Liability,Deferred Revenue,130181.93,1.116,145283.03
2023-07-01,SummonStorm BR,Liability,Accrued Expenses,124173.74,0.9101,113010.52
2023-07-01,SummonStorm BR,Equity,Retained Earnings,76175.56,1.003,76404.09
2023-07-01,SummonStorm BR,Equity,Share Capital,123680.59,0.9743,120502.0
2023-08-01,Tapstorm SG,Asset,Cash,96054.36,1.1527,110721.86
2023-08-01,Tapstorm SG,Asset,Accounts Receivable,143327.25,1.0941,156814.34
2023-08-01,Tapstorm SG,Asset,Prepaid Expenses,171632.85,0.8114,139262.89
2023-08-01,Tapstorm SG,Asset,PPE,111951.36,1.0046,112466.34
2023-08-01,Tapstorm SG,Liability,Accounts Payable,123034.7,1.071,131770.16
2023-08-01,Tapstorm SG,Liability,Deferred Revenue,148088.0,1.0727,158854.0
2023-08-01,Tapstorm SG,Liability,Accrued Expenses,128842.75,1.2819,165163.52
2023-08-01,Tapstorm SG,Equity,Retained Earnings,113646.25,1.1846,134625.35
2023-08-01,Tapstorm SG,Equity,Share Capital,96722.75,0.8006,77436.23
2023-08-01,TapForge CN,Asset,Cash,65972.59,1.2904,85131.03
2023-08-01,TapForge CN,Asset,Accounts Receivable,91684.82,1.226,112405.59
2023-08-01,TapForge CN,Asset,Prepaid Expenses,92920.34,0.8705,80887.16
2023-08-01,TapForge CN,Asset,PPE,100645.98,0.9196,92554.04
2023-08-01,TapForge CN,Liability,Accounts Payable,45015.29,1.2758,57430.51
2023-08-01,TapForge CN,Liability,Deferred Revenue,89190.22,1.2445,110997.23
2023-08-01,TapForge CN,Liability,Accrued Expenses,92229.8,1.2764,117722.12
2023-08-01,TapForge CN,Equity,Retained Earnings,58216.8,0.9533,55498.08
2023-08-01,TapForge CN,Equity,Share Capital,112184.13,1.1132,124883.37
2023-08-01,WhaleCare PH,Asset,Cash,127799.36,1.1972,153001.39
2023-08-01,WhaleCare PH,Asset,Accounts Receivable,99876.55,0.9071,90598.02
2023-08-01,WhaleCare PH,Asset,Prepaid Expenses,62747.72,0.8176,51302.54
2023-08-01,WhaleCare PH,Asset,PPE,96902.38,1.1227,108792.3
2023-08-01,WhaleCare PH,Liability,Accounts Payable,122001.66,0.8165,99614.36
2023-08-01,WhaleCare PH,Liability,Deferred Revenue,120956.02,1.1426,138204.35
2023-08-01,WhaleCare PH,Liability,Accrued Expenses,98601.51,1.2254,120826.29
2023-08-01,WhaleCare PH,Equity,Retained Earnings,112295.96,1.1291,126793.37
2023-08-01,WhaleCare PH,Equity,Share Capital,80947.67,1.1002,89058.63
2023-08-01,SummonStorm BR,Asset,Cash,122351.79,1.0171,124444.01
2023-08-01,SummonStorm BR,Asset,Accounts Receivable,87731.06,0.928,81414.42
2023-08-01,SummonStorm BR,Asset,Prepaid Expenses,77070.68,1.2799,98642.76
2023-08-01,SummonStorm BR,Asset,PPE,128557.99,1.0934,140565.31
2023-08-01,SummonStorm BR,Liability,Accounts Payable,104001.37,0.9715,101037.33
2023-08-01,SummonStorm BR,Liability,Deferred Revenue,102467.75,1.2255,125574.23
2023-08-01,SummonStorm BR,Liability,Accrued Expenses,116011.58,0.8908,103343.12
2023-08-01,SummonStorm BR,Equity,Retained Earnings,97971.24,1.1755,115165.19
2023-08-01,SummonStorm BR,Equity,Share Capital,72043.46,1.1536,83109.34
2023-09-01,Tapstorm SG,Asset,Cash,93258.82,1.2745,118858.37
2023-09-01,Tapstorm SG,Asset,Accounts Receivable,55314.7,1.2208,67528.19
2023-09-01,Tapstorm SG,Asset,Prepaid Expenses,135174.19,0.8631,116668.84
2023-09-01,Tapstorm SG,Asset,PPE,66726.04,1.0857,72444.46
2023-09-01,Tapstorm SG,Liability,Accounts Payable,158307.74,1.1983,189700.16
2023-09-01,Tapstorm SG,Liability,Deferred Revenue,76328.88,1.0826,82633.65
2023-09-01,Tapstorm SG,Liability,Accrued Expenses,118490.76,1.0076,119391.29
2023-09-01,Tapstorm SG,Equity,Retained Earnings,156337.36,0.9633,150599.78
2023-09-01,Tapstorm SG,Equity,Share Capital,107840.24,1.022,110212.73
2023-09-01,TapForge CN,Asset,Cash,90336.16,0.9653,87201.5
2023-09-01,TapForge CN,Asset,Accounts Receivable,100970.76,0.9158,92469.02
2023-09-01,TapForge CN,Asset,Prepaid Expenses,74039.97,1.0013,74136.22
2023-09-01,TapForge CN,Asset,PPE,39220.89,1.0856,42578.2
2023-09-01,TapForge CN,Liability,Accounts Payable,117884.5,0.9342,110127.7
2023-09-01,TapForge CN,Liability,Deferred Revenue,39212.11,1.0015,39270.93
2023-09-01,TapForge CN,Liability,Accrued Expenses,58947.96,0.9195,54202.65
2023-09-01,TapForge CN,Equity,Retained Earnings,101727.68,1.0602,107851.69
2023-09-01,TapForge CN,Equity,Share Capital,80207.53,1.1511,92326.89
2023-09-01,WhaleCare PH,Asset,Cash,114718.58,1.2835,147241.3
2023-09-01,WhaleCare PH,Asset,Accounts Receivable,147970.41,0.8707,128837.84
2023-09-01,WhaleCare PH,Asset,Prepaid Expenses,92319.82,1.165,107552.59
2023-09-01,WhaleCare PH,Asset,PPE,81761.81,0.8793,71893.16
2023-09-01,WhaleCare PH,Liability,Accounts Payable,153052.49,0.9122,139614.48
2023-09-01,WhaleCare PH,Liability,Deferred Revenue,120505.46,1.0765,129724.13
2023-09-01,WhaleCare PH,Liability,Accrued Expenses,127715.68,0.827,105620.87
2023-09-01,WhaleCare PH,Equity,Retained Earnings,125337.55,1.0473,131266.02
2023-09-01,WhaleCare PH,Equity,Share Capital,92603.09,1.1089,102687.57
2023-09-01,SummonStorm BR,Asset,Cash,88724.25,0.9594,85122.05
2023-09-01,SummonStorm BR,Asset,Accounts Receivable,71472.33,1.1897,85030.63
2023-09-01,SummonStorm BR,Asset,Prepaid Expenses,121801.3,0.943,114858.63
2023-09-01,SummonStorm BR,Asset,PPE,111562.38,1.1707,130606.08
2023-09-01,SummonStorm BR,Liability,Accounts Payable,119378.71,0.9314,111189.33
2023-09-01,SummonStorm BR,Liability,Deferred Revenue,43859.54,0.8226,36078.86
2023-09-01,SummonStorm BR,Liability,Accrued Expenses,127923.61,0.8726,111626.14
2023-09-01,SummonStorm BR,Equity,Retained Earnings,86215.16,1.2737,109812.25
2023-09-01,SummonStorm BR,Equity,Share Capital,37007.6,0.8425,31178.9
2023-10-01,Tapstorm SG,Asset,Cash,61026.92,1.2728,77675.06
2023-10-01,Tapstorm SG,Asset,Accounts Receivable,84964.57,0.9633,81846.37
2023-10-01,Tapstorm SG,Asset,Prepaid Expenses,78497.93,0.8079,63418.48
2023-10-01,Tapstorm SG,Asset,PPE,100382.42,1.2444,124915.88
2023-10-01,Tapstorm SG,Liability,Accounts Payable,113756.06,0.9831,111833.58
2023-10-01,Tapstorm SG,Liability,Deferred Revenue,96565.88,1.2443,120156.92
2023-10-01,Tapstorm SG,Liability,Accrued Expenses,85826.04,1.0428,89499.39
2023-10-01,Tapstorm SG,Equity,Retained Earnings,104256.63,0.8733,91047.31
2023-10-01,Tapstorm SG,Equity,Share Capital,104674.73,1.2883,134852.45
2023-10-01,TapForge CN,Asset,Cash,138062.81,0.9525,131504.83
2023-10-01,TapForge CN,Asset,Accounts Receivable,81675.72,1.2227,99864.9
2023-10-01,TapForge CN,Asset,Prepaid Expenses,96667.48,0.8421,81403.68
2023-10-01,TapForge CN,Asset,PPE,149435.11,0.9851,147208.53
2023-10-01,TapForge CN,Liability,Accounts Payable,63414.77,0.8526,54067.43
2023-10-01,TapForge CN,Liability,Deferred Revenue,89049.98,0.8857,78871.57
2023-10-01,TapForge CN,Liability,Accrued Expenses,72567.52,0.8046,58387.83
2023-10-01,TapForge CN,Equity,Retained Earnings,62376.39,1.0907,68033.93
2023-10-01,TapForge CN,Equity,Share Capital,106758.31,1.2722,135817.92
2023-10-01,WhaleCare PH,Asset,Cash,139911.7,0.9804,137169.43
2023-10-01,WhaleCare PH,Asset,Accounts Receivable,162930.56,0.9003,146686.38
2023-10-01,WhaleCare PH,Asset,Prepaid Expenses,98737.67,1.2433,122760.55
2023-10-01,WhaleCare PH,Asset,PPE,115144.59,1.2058,138841.35
2023-10-01,WhaleCare PH,Liability,Accounts Payable,116243.27,0.8009,93099.23
2023-10-01,WhaleCare PH,Liability,Deferred Revenue,93818.95,1.1862,111288.04
2023-10-01,WhaleCare PH,Liability,Accrued Expenses,138418.45,1.1639,161105.23
2023-10-01,WhaleCare PH,Equity,Retained Earnings,95065.0,1.0069,95720.95
2023-10-01,WhaleCare PH,Equity,Share Capital,132577.39,1.2415,164594.83
2023-10-01,SummonStorm BR,Asset,Cash,89303.53,0.98,87517.46
2023-10-01,SummonStorm BR,Asset,Accounts Receivable,65407.53,1.0793,70594.35
2023-10-01,SummonStorm BR,Asset,Prepaid Expenses,67274.73,1.265,85102.53
2023-10-01,SummonStorm BR,Asset,PPE,51446.22,1.189,61169.56
2023-10-01,SummonStorm BR,Liability,Accounts Payable,137904.3,1.2447,171649.48
2023-10-01,SummonStorm BR,Liability,Deferred Revenue,138315.61,0.8177,113100.67
2023-10-01,SummonStorm BR,Liability,Accrued Expenses,78570.47,0.9987,78468.33
2023-10-01,SummonStorm BR,Equity,Retained Earnings,67972.78,1.0136,68897.21
2023-10-01,SummonStorm BR,Equity,Share Capital,76708.69,0.8039,61666.12
2023-11-01,Tapstorm SG,Asset,Cash,105340.45,0.8619,90792.93
2023-11-01,Tapstorm SG,Asset,Accounts Receivable,71923.53,1.2951,93148.16
2023-11-01,Tapstorm SG,Asset,Prepaid Expenses,116496.1,1.1733,136684.87
2023-11-01,Tapstorm SG,Asset,PPE,90876.75,1.2367,112387.28
2023-11-01,Tapstorm SG,Liability,Accounts Payable,132512.44,0.9851,130538.0
2023-11-01,Tapstorm SG,Liability,Deferred Revenue,120233.73,0.8063,96944.46
2023-11-01,Tapstorm SG,Liability,Accrued Expenses,66338.2,1.0142,67280.2
2023-11-01,Tapstorm SG,Equity,Retained Earnings,62183.74,0.8449,52539.04
